Age,Gender,City,Monthly_Household_Income_AED,Occupation,Health_Consciousness,Fitness_Activities,Servings_per_Week,Motivations,Purchase_Channels,Preferred_Pack_Size,Packaging_Type,Flavor_Preferences,Eco_Friendly_Packaging_Score,Price_Discount_Influence,Willingness_Score,Max_Price_WTP_500ml_AED,Monthly_Spend_AED,Subscription_Plan,Value_Add_Ranking,Brand_Descriptors,Recommended_Brand,Key_Problem,Delivery_Tolerance_Score,Additional_Suggestions
47,Female,Dubai,3100.0,Salaried,5,"Gym,None,Running",6,"Weight control,Convenience",Supermarket,500 ml,PET bottle,"Chocolate,Berry,Coffee",1,2,10,18.33,131.04,No,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery","Trustworthy,Sustainable",Yes,Limited flavors,3,Offer subscription discounts
22,Male,Dubai,20100.0,Retired,1,"None,Gym,Running",2,"Muscle recovery,Weight control","Gym kiosk,Pharmacy",500 ml,PET bottle,"Coffee,Vanilla",4,4,1,8.08,15.22,No,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips","Fun,Trustworthy",No,Limited flavors,5,Lower the sugar content
5,Female,Abu Dhabi,17100.0,Student,3,"Gym,Team sports,Running",7,Immunity,"Brand website,Food-delivery app",1 L,Tetra Pak,Vanilla,5,1,5,9.89,70.45,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery",Sustainable,No,Limited flavors,1,Lower the sugar content
54,Male,Dubai,1500.0,Salaried,2,Gym,2,Immunity,Supermarket,500 ml,PET bottle,Coffee,2,3,4,14.07,27.32,No,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips",Sustainable,No,Limited flavors,3,Offer subscription discounts
27,Male,Abu Dhabi,2800.0,Salaried,1,Running,1,"Taste,Immunity","Supermarket,Food-delivery app",250 ml,Tetra Pak,"Chocolate,Unflavored",5,3,6,7.03,5.66,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals",Affordable,Yes,Hard to find,2,Provide protein-rich options
59,Female,Ajman,10100.0,Student,1,"Yoga,Gym,None",0,"Immunity,Taste","Food-delivery app,Brand website,Supermarket",1 L,PET bottle,Berry,4,1,2,5.78,0.0,No,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Affordable,Fun,Trustworthy",No,Unclear nutritional info,3,Use recyclable packaging
39,Female,Sharjah,4600.0,Salaried,4,"None,Running,Gym",8,"Muscle recovery,Taste","Food-delivery app,Gym kiosk",500 ml,Powder pouch,"Unflavored,Vanilla",3,3,6,8.88,76.2,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Trustworthy,Innovative",Yes,Hard to find,1,Use recyclable packaging
37,Female,Abu Dhabi,3700.0,Other,5,Running,7,"Muscle recovery,Taste",Food-delivery app,500 ml,Powder pouch,"Chocolate,Tropical,Coffee",1,5,7,13.47,110.26,Yes,"1-Loyalty points,2-Free delivery,3-Bundle deals,4-Personalized nutrition tips",Affordable,Yes,Unclear nutritional info,2,Lower the sugar content
23,Male,Sharjah,3900.0,Self-employed,1,None,1,Immunity,"Supermarket,Brand website,Pharmacy",250 ml,Tetra Pak,"Vanilla,Berry",2,5,3,9.7,10.21,No,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Trustworthy,Yes,Too much sugar,5,Lower the sugar content
60,Male,Fujairah,18700.0,Student,2,"Yoga,None",4,"Weight control,Immunity","Brand website,Supermarket,Food-delivery app",250 ml,Tetra Pak,Coffee,5,1,4,8.53,31.81,Maybe,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals","Affordable,Premium,Sustainable",No,Limited flavors,4,
57,Female,Sharjah,16100.0,Salaried,2,"Gym,Running",0,Convenience,Gym kiosk,Multi-pack,PET bottle,"Berry,Chocolate",2,4,5,6.4,0.0,Maybe,"1-Loyalty points,2-Free delivery,3-Bundle deals,4-Personalized nutrition tips",Sustainable,Yes,Too much sugar,5,Introduce more flavors
42,Male,Dubai,10500.0,Self-employed,3,Running,4,Convenience,"Food-delivery app,Brand website",500 ml,Tetra Pak,"Chocolate,Coffee",2,3,4,11.24,42.14,No,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Sustainable,Innovative,Trustworthy",No,Unclear nutritional info,1,
41,Male,Abu Dhabi,2800.0,Salaried,5,None,9,"Weight control,Muscle recovery","Supermarket,Brand website",1 L,PET bottle,"Unflavored,Berry,Vanilla",4,3,6,12.87,117.97,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals",Trustworthy,Yes,Too expensive,4,Use recyclable packaging
27,Male,Fujairah,4000.0,Student,2,"Running,Yoga,Gym",4,"Taste,Immunity","Supermarket,Brand website,Gym kiosk",500 ml,PET bottle,Berry,5,1,5,11.09,50.06,Yes,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Trustworthy,Yes,Unclear nutritional info,5,Offer subscription discounts
39,Male,Al Ain,10800.0,Salaried,4,"Yoga,Gym,Running",14,Muscle recovery,Food-delivery app,500 ml,Tetra Pak,"Chocolate,Unflavored,Vanilla",1,3,9,13.29,171.29,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals",Premium,Yes,Too much sugar,1,Introduce more flavors
47,Male,Abu Dhabi,12700.0,Salaried,1,Gym,3,"Convenience,Immunity","Gym kiosk,Brand website,Food-delivery app",500 ml,Tetra Pak,"Coffee,Chocolate",4,5,0,3.66,11.82,No,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Innovative,No,Packaging not eco-friendly,3,Use recyclable packaging
35,Male,Dubai,11500.0,Student,2,"Yoga,Gym,Running",2,Muscle recovery,"Brand website,Supermarket",500 ml,Powder pouch,"Chocolate,Tropical,Berry",5,3,2,9.8,22.11,Maybe,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Fun,Trustworthy",No,Too expensive,5,
25,Female,Dubai,11400.0,Salaried,1,"Running,Yoga",3,"Immunity,Convenience","Supermarket,Gym kiosk,Food-delivery app",500 ml,Tetra Pak,"Berry,Vanilla,Unflavored",4,1,5,12.76,44.99,No,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals","Affordable,Innovative",No,Too much sugar,1,Offer subscription discounts
64,Male,Sharjah,12000.0,Homemaker,3,"Running,None",6,"Muscle recovery,Weight control","Supermarket,Food-delivery app,Brand website",500 ml,PET bottle,"Chocolate,Unflavored",4,5,3,12.92,85.94,Maybe,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals","Innovative,Sustainable",Yes,Unclear nutritional info,4,Lower the sugar content
57,Female,Dubai,14300.0,Salaried,5,"None,Running",4,Taste,"Brand website,Supermarket,Gym kiosk",500 ml,PET bottle,"Vanilla,Chocolate,Tropical",2,4,5,10.99,49.67,Maybe,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points","Premium,Affordable",No,Too expensive,2,
27,Male,Dubai,6800.0,Student,1,"Gym,Running",1,Muscle recovery,Supermarket,500 ml,PET bottle,"Unflavored,Vanilla",3,2,5,7.2,6.86,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery",Innovative,Yes,Unclear nutritional info,1,Provide protein-rich options
25,Male,Abu Dhabi,10800.0,Self-employed,3,"Yoga,Running,Gym",4,Muscle recovery,Brand website,Multi-pack,Tetra Pak,"Chocolate,Vanilla",5,5,4,4.62,16.75,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Fun,Affordable",No,Packaging not eco-friendly,3,Introduce more flavors
25,Female,Dubai,7000.0,Salaried,2,None,5,"Immunity,Weight control","Food-delivery app,Supermarket",1 L,PET bottle,"Chocolate,Berry",5,4,4,11.82,58.36,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Innovative,Premium,Affordable",No,Too expensive,4,Provide protein-rich options
41,Male,Fujairah,5300.0,Retired,5,"Team sports,Yoga",12,"Taste,Muscle recovery","Pharmacy,Food-delivery app,Supermarket",500 ml,Tetra Pak,Chocolate,3,4,2,9.98,141.68,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Fun,Trustworthy,Premium",No,Unclear nutritional info,5,
39,Male,Al Ain,6300.0,Salaried,5,Running,7,Weight control,Pharmacy,500 ml,PET bottle,Tropical,1,2,6,12.06,97.94,Maybe,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Trustworthy,Sustainable,Premium",Yes,Limited flavors,4,Use recyclable packaging
57,Male,Dubai,7300.0,Other,3,"Team sports,Yoga",4,"Convenience,Weight control",Supermarket,500 ml,PET bottle,"Unflavored,Coffee",1,2,8,17.96,81.68,Yes,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Sustainable,Affordable,Innovative",Yes,Packaging not eco-friendly,3,Lower the sugar content
22,Male,Dubai,2300.0,Other,4,"None,Running,Yoga",1,"Convenience,Muscle recovery","Brand website,Food-delivery app,Pharmacy",500 ml,PET bottle,"Chocolate,Vanilla",3,5,6,10.21,8.32,No,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery",Sustainable,No,Packaging not eco-friendly,3,Lower the sugar content
62,Female,Fujairah,12700.0,Self-employed,3,"Gym,Running,None",4,"Immunity,Taste","Gym kiosk,Brand website,Supermarket",500 ml,PET bottle,Tropical,2,3,2,10.9,45.9,No,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points","Trustworthy,Premium",No,Unclear nutritional info,1,Lower the sugar content
44,Female,Al Ain,6900.0,Salaried,1,Running,4,Weight control,Supermarket,1 L,Tetra Pak,Vanilla,3,1,8,15.96,53.29,No,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Trustworthy,Fun,Premium",Yes,Packaging not eco-friendly,3,Lower the sugar content
48,Male,Sharjah,10100.0,Salaried,3,Yoga,2,"Weight control,Muscle recovery","Brand website,Gym kiosk,Food-delivery app",500 ml,Tetra Pak,Tropical,1,4,4,9.33,18.62,Yes,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips",Trustworthy,Yes,Too much sugar,3,Introduce more flavors
33,Female,Dubai,8600.0,Salaried,4,Running,7,Convenience,"Pharmacy,Brand website,Supermarket",500 ml,Tetra Pak,"Vanilla,Chocolate,Tropical",4,3,7,16.57,136.06,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals",Trustworthy,Yes,Too much sugar,5,Use recyclable packaging
29,Male,Dubai,6600.0,Salaried,5,"Running,Gym",6,"Muscle recovery,Weight control","Food-delivery app,Supermarket",500 ml,PET bottle,Berry,1,3,9,12.48,60.04,Maybe,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals","Innovative,Affordable,Trustworthy",Yes,Unclear nutritional info,4,Introduce more flavors
36,Female,Sharjah,12500.0,Student,1,"Gym,Yoga",1,Convenience,"Gym kiosk,Supermarket",250 ml,Powder pouch,Vanilla,5,1,9,14.85,12.58,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals","Sustainable,Innovative,Fun",No,Hard to find,3,Lower the sugar content
63,Female,Abu Dhabi,3500.0,Salaried,4,"None,Yoga",6,"Muscle recovery,Immunity","Supermarket,Food-delivery app",Multi-pack,PET bottle,"Chocolate,Vanilla,Tropical",4,5,3,6.8,44.17,No,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points","Fun,Affordable,Sustainable",Yes,Packaging not eco-friendly,2,Lower the sugar content
22,Female,Dubai,4300.0,Self-employed,3,Gym,5,Weight control,"Food-delivery app,Pharmacy,Brand website",1 L,Tetra Pak,Vanilla,4,1,8,16.6,86.26,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Trustworthy,Fun",Yes,Packaging not eco-friendly,3,Provide protein-rich options
19,Female,Dubai,8200.0,Self-employed,5,"Gym,None",5,Taste,"Supermarket,Pharmacy",Multi-pack,PET bottle,"Berry,Tropical,Unflavored",2,1,10,14.22,81.86,Yes,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Innovative",Yes,Hard to find,5,Introduce more flavors
50,Female,Dubai,6900.0,Homemaker,4,"Gym,None,Running",7,"Weight control,Muscle recovery",Supermarket,500 ml,Powder pouch,"Chocolate,Vanilla,Unflavored",2,4,5,9.76,69.57,Maybe,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Affordable",No,Too much sugar,1,Introduce more flavors
40,Female,Sharjah,4500.0,Other,3,"Gym,Yoga,None",6,Muscle recovery,Supermarket,500 ml,PET bottle,"Chocolate,Vanilla,Coffee",5,1,3,10.84,71.69,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals","Trustworthy,Innovative",No,Limited flavors,2,Offer subscription discounts
21,Male,Dubai,17200.0,Salaried,1,Running,3,Taste,"Food-delivery app,Gym kiosk",500 ml,Tetra Pak,Coffee,2,5,4,10.12,31.37,Maybe,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips","Premium,Innovative,Affordable",Yes,Limited flavors,2,Use recyclable packaging
64,Female,Ajman,9200.0,Self-employed,2,"None,Running,Yoga",2,Muscle recovery,Food-delivery app,500 ml,Powder pouch,"Vanilla,Coffee",1,4,3,11.64,27.89,No,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals","Premium,Fun,Affordable",No,Packaging not eco-friendly,3,
28,Male,Sharjah,10300.0,Student,3,"Gym,Yoga",1,"Muscle recovery,Weight control","Food-delivery app,Pharmacy,Gym kiosk",500 ml,PET bottle,Tropical,5,1,10,15.32,17.66,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Fun,Trustworthy,Innovative",Yes,Too much sugar,4,Introduce more flavors
21,Male,Dubai,4500.0,Self-employed,3,"Team sports,Gym",4,Weight control,"Supermarket,Pharmacy,Brand website",1 L,Powder pouch,Coffee,4,4,9,9.16,34.54,Yes,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points",Affordable,No,Too much sugar,1,Use recyclable packaging
59,Female,Dubai,18000.0,Student,5,"Running,Yoga,Gym",4,"Convenience,Taste",Food-delivery app,1 L,PET bottle,"Tropical,Vanilla,Chocolate",2,2,7,13.86,47.24,Yes,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Sustainable,Fun,Affordable",Yes,Hard to find,4,Offer subscription discounts
63,Female,Dubai,28900.0,Salaried,5,"Running,None,Gym",2,Weight control,Brand website,250 ml,PET bottle,"Berry,Vanilla",4,2,6,16.6,37.03,No,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Fun",No,Unclear nutritional info,3,Introduce more flavors
65,Female,Abu Dhabi,6300.0,Student,3,"Gym,Running",6,"Immunity,Weight control",Supermarket,500 ml,Tetra Pak,"Chocolate,Berry,Vanilla",4,5,8,14.47,71.05,No,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals",Premium,No,Unclear nutritional info,5,Use recyclable packaging
20,Male,Dubai,19800.0,Salaried,2,"Gym,None",2,Muscle recovery,Supermarket,500 ml,Powder pouch,"Unflavored,Vanilla",2,5,0,6.74,15.29,No,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Sustainable,Fun",No,Hard to find,5,Lower the sugar content
38,Female,Dubai,11400.0,Retired,4,"Running,Gym,None",3,Muscle recovery,"Supermarket,Food-delivery app",500 ml,PET bottle,"Chocolate,Berry",1,5,7,11.9,39.49,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery","Trustworthy,Fun,Affordable",No,Hard to find,2,Provide protein-rich options
41,Female,Ajman,3900.0,Homemaker,1,"Gym,Yoga,Running",4,Muscle recovery,Food-delivery app,250 ml,Tetra Pak,Vanilla,5,1,1,9.03,33.82,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Sustainable,Fun",No,Hard to find,4,Provide protein-rich options
34,Male,Abu Dhabi,4700.0,Student,3,"Gym,Team sports",2,Muscle recovery,"Brand website,Supermarket,Pharmacy",250 ml,PET bottle,"Unflavored,Berry",4,4,5,10.16,22.36,No,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Trustworthy,Innovative",No,Too expensive,1,Use recyclable packaging
21,Female,Dubai,2800.0,Student,4,"Yoga,None,Gym",3,"Muscle recovery,Immunity","Pharmacy,Brand website,Supermarket",500 ml,Recyclable can,"Chocolate,Unflavored,Berry",1,5,5,11.19,37.07,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points","Fun,Sustainable",No,Too expensive,4,Provide protein-rich options
59,Female,Sharjah,7600.0,Salaried,3,"Gym,Running",3,Weight control,"Gym kiosk,Food-delivery app,Brand website",500 ml,PET bottle,Tropical,4,4,6,15.04,40.04,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals",Fun,Yes,Limited flavors,2,Introduce more flavors
36,Female,Abu Dhabi,21900.0,Salaried,3,"Running,Gym,Yoga",4,Taste,"Supermarket,Pharmacy",1 L,PET bottle,"Tropical,Coffee,Unflavored",4,3,6,14.2,58.91,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals","Affordable,Fun",Yes,Packaging not eco-friendly,5,
32,Female,Ajman,6900.0,Salaried,5,Gym,6,"Immunity,Muscle recovery","Supermarket,Pharmacy",1 L,Tetra Pak,Tropical,1,4,9,17.2,86.9,Maybe,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips",Trustworthy,No,Unclear nutritional info,2,Offer subscription discounts
49,Female,Ajman,11500.0,Student,3,Yoga,4,Immunity,Food-delivery app,250 ml,PET bottle,"Berry,Unflavored,Coffee",4,4,8,14.07,45.19,Yes,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Sustainable,Innovative",Yes,Packaging not eco-friendly,2,
22,Male,Dubai,8100.0,Salaried,3,"Yoga,None,Gym",5,Convenience,"Food-delivery app,Gym kiosk,Supermarket",500 ml,PET bottle,"Vanilla,Berry",5,1,4,8.57,36.94,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery","Sustainable,Innovative,Fun",No,Too much sugar,1,Use recyclable packaging
48,Female,Dubai,6200.0,Self-employed,1,None,1,"Muscle recovery,Taste","Food-delivery app,Pharmacy,Gym kiosk",500 ml,PET bottle,"Chocolate,Tropical",5,5,6,12.72,13.09,No,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Fun,Trustworthy,Innovative",No,Too much sugar,3,Provide protein-rich options
32,Female,Dubai,4900.0,Salaried,3,Running,4,Muscle recovery,"Gym kiosk,Brand website",250 ml,PET bottle,Chocolate,3,5,3,10.29,44.72,Maybe,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points",Sustainable,No,Limited flavors,4,
26,Female,Abu Dhabi,5900.0,Homemaker,3,Gym,6,Weight control,Brand website,Multi-pack,Tetra Pak,"Vanilla,Unflavored",2,3,5,9.4,56.96,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points",Innovative,No,Too much sugar,2,
35,Male,Dubai,10700.0,Salaried,2,"Running,Yoga",2,Weight control,"Brand website,Gym kiosk,Food-delivery app",500 ml,Tetra Pak,"Vanilla,Unflavored",1,2,4,12.58,22.36,No,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Affordable,Fun",No,Hard to find,5,Introduce more flavors
47,Female,Dubai,8900.0,Salaried,3,"None,Running,Gym",4,Convenience,"Brand website,Supermarket",250 ml,Tetra Pak,"Coffee,Vanilla,Unflavored",1,4,3,9.98,45.95,No,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Trustworthy,No,Unclear nutritional info,3,
40,Male,Abu Dhabi,7100.0,Student,5,Team sports,3,"Immunity,Convenience",Supermarket,500 ml,PET bottle,Chocolate,3,1,6,8.25,26.17,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals","Innovative,Premium,Fun",No,Too much sugar,3,Introduce more flavors
57,Male,Sharjah,16100.0,Salaried,4,"Gym,None,Yoga",6,Immunity,Food-delivery app,1 L,PET bottle,Berry,5,5,9,16.39,92.95,Maybe,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Premium",Yes,Too much sugar,4,Provide protein-rich options
39,Male,Sharjah,11000.0,Salaried,3,"Yoga,Running",4,"Taste,Immunity","Supermarket,Gym kiosk",1 L,PET bottle,Vanilla,4,1,5,15.74,75.21,Yes,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Trustworthy,Sustainable",No,Limited flavors,5,Lower the sugar content
51,Female,Dubai,11200.0,Self-employed,5,"Running,Team sports,None",6,Immunity,Supermarket,250 ml,Tetra Pak,"Vanilla,Unflavored,Berry",3,1,8,11.78,58.78,Yes,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Innovative,Trustworthy,Sustainable",Yes,Limited flavors,1,Use recyclable packaging
35,Male,Abu Dhabi,9600.0,Salaried,3,"Yoga,Running,None",2,"Weight control,Immunity","Gym kiosk,Supermarket",250 ml,PET bottle,"Vanilla,Tropical",4,3,3,10.94,22.16,No,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips",Innovative,No,Packaging not eco-friendly,3,Introduce more flavors
31,Female,Ajman,12300.0,Homemaker,1,None,2,Taste,"Supermarket,Food-delivery app,Brand website",250 ml,Tetra Pak,Vanilla,2,4,1,6.8,14.27,Yes,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals","Fun,Premium,Affordable",No,Limited flavors,5,Offer subscription discounts
59,Male,Abu Dhabi,16400.0,Homemaker,1,Gym,1,Weight control,Brand website,1 L,Recyclable can,Chocolate,4,4,5,15.06,12.52,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Affordable,Premium,Sustainable",Yes,Unclear nutritional info,1,Introduce more flavors
46,Male,Other,16200.0,Self-employed,2,Yoga,1,Taste,"Supermarket,Food-delivery app,Pharmacy",1 L,Recyclable can,Unflavored,2,3,4,13.06,10.9,Yes,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points",Sustainable,No,Unclear nutritional info,2,Provide protein-rich options
34,Male,Other,6800.0,Other,1,"Running,None,Yoga",1,Convenience,"Supermarket,Gym kiosk",500 ml,Tetra Pak,Tropical,5,1,4,11.11,12.71,No,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points","Sustainable,Innovative",No,Hard to find,4,Offer subscription discounts
31,Female,Ajman,1900.0,Salaried,4,"None,Gym",1,"Muscle recovery,Immunity","Food-delivery app,Supermarket,Brand website",250 ml,PET bottle,"Vanilla,Berry,Coffee",5,1,8,12.62,12.19,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Sustainable,Premium,Affordable",Yes,Hard to find,5,Provide protein-rich options
40,Female,Abu Dhabi,4200.0,Self-employed,4,None,5,Convenience,"Food-delivery app,Supermarket",500 ml,Recyclable can,"Chocolate,Coffee",3,4,6,13.04,67.09,No,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Affordable,Premium,Fun",Yes,Unclear nutritional info,5,
55,Male,Dubai,7100.0,Self-employed,3,Team sports,5,Weight control,"Food-delivery app,Brand website,Gym kiosk",500 ml,Tetra Pak,"Coffee,Vanilla",5,2,3,7.13,33.12,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery",Fun,No,Limited flavors,3,Lower the sugar content
37,Female,Abu Dhabi,6600.0,Homemaker,5,Team sports,6,Taste,"Food-delivery app,Supermarket",1 L,Recyclable can,"Berry,Coffee,Vanilla",2,2,5,10.13,62.44,No,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips","Affordable,Premium,Innovative",No,Packaging not eco-friendly,5,Lower the sugar content
57,Male,Dubai,11100.0,Salaried,3,"Gym,None,Yoga",7,"Muscle recovery,Weight control","Supermarket,Food-delivery app",250 ml,PET bottle,"Coffee,Berry",2,1,8,16.1,112.0,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery",Sustainable,Yes,Limited flavors,1,Offer subscription discounts
59,Male,Dubai,7800.0,Self-employed,3,"Running,None",7,Taste,"Pharmacy,Food-delivery app,Supermarket",500 ml,PET bottle,Berry,2,2,8,17.3,120.8,No,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Sustainable,Affordable,Fun",No,Packaging not eco-friendly,1,Offer subscription discounts
20,Female,Dubai,4300.0,Other,3,"Gym,Yoga,Running",3,"Convenience,Taste",Gym kiosk,250 ml,Tetra Pak,Tropical,5,4,3,11.51,40.63,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Trustworthy,Affordable,Sustainable",No,Too much sugar,1,Use recyclable packaging
58,Male,Dubai,6300.0,Salaried,1,"Yoga,Gym",3,Muscle recovery,Pharmacy,Multi-pack,Tetra Pak,"Vanilla,Chocolate,Coffee",2,5,3,6.27,21.32,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Affordable,Fun,Premium",Yes,Packaging not eco-friendly,1,Introduce more flavors
48,Male,Fujairah,10200.0,Salaried,4,"Yoga,None,Running",3,Taste,"Supermarket,Gym kiosk",500 ml,Recyclable can,"Coffee,Tropical,Vanilla",4,2,7,16.95,57.34,Maybe,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points",Trustworthy,Yes,Hard to find,4,Lower the sugar content
35,Male,Abu Dhabi,7000.0,Salaried,3,"Yoga,Running,Gym",4,Muscle recovery,"Gym kiosk,Pharmacy",250 ml,PET bottle,"Tropical,Vanilla",5,1,8,12.83,44.99,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points",Premium,Yes,Too much sugar,3,
44,Male,Dubai,27000.0,Self-employed,4,"Team sports,Yoga,None",4,Taste,Gym kiosk,250 ml,PET bottle,"Vanilla,Tropical",5,4,5,14.69,56.43,Maybe,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals","Affordable,Fun,Trustworthy",No,Hard to find,5,Introduce more flavors
44,Male,Dubai,10600.0,Salaried,3,"Running,Gym,Yoga",2,Weight control,"Supermarket,Brand website,Food-delivery app",1 L,Tetra Pak,"Chocolate,Unflavored",3,3,7,12.66,27.22,No,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery",Fun,Yes,Unclear nutritional info,5,Lower the sugar content
35,Female,Abu Dhabi,3800.0,Homemaker,4,"Team sports,Gym,Running",5,Convenience,"Pharmacy,Food-delivery app",500 ml,PET bottle,"Berry,Vanilla,Tropical",1,2,4,8.95,46.8,Yes,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery",Innovative,No,Too much sugar,1,Lower the sugar content
